ID,Name,Description,Contributor,Citation,Source,Related,PDF,Tags,Year,Number_Of_Items,Gloss_Language_IDs,Target_Language,List_Suffix,Source_URL,Pages,Alias,Attributes
Bowern-2008-207,"Bowern, Claire 2008","In the supplementary material to her practical guide on fieldwork, Bowern offers a concept list which is organized by semantic fields. In the book, a normal concept list is given, which is, according to the compiler, taken from [the list by Comrie and Smith](conceptlists.csv#cldf:Comrie-1977-207), although it contains a small amount of modifications. Here, we show only the online list, not the list in the book, since the semantic field ordering seems to be more interesting than the raw listing of concept labels.","Bowern, Claire",n.d.,Bowern2008,Comrie-1977-207,Bowern2008,basic,2008,207,english,Global,,http://pamanyungan.sites.yale.edu/sites/default/files/SwadeshSemField.pdf,"35f, 223f",,category
Swadesh-1971-100,"Swadesh, Morris 1971","This is a post-humously published 100-item list by Morris Swadesh. Basically, it is identical with the one published in [1955](conceptlists.csv#cldf:Swadesh-1955-100), yet the labels in this list are simplified and not completely identical with the ones proposed before. In the version we consulted, some items seem to have been written in italic font, although we couldn't find any general pattern, what this practice might hint to. In order to keep as closely to the original, however, we marked all those entries with an asterisk.","Swadesh, Morris",n.d.,Swadesh1971,Swadesh-1955-100,Swadesh1971,basic,1971,100,english,Global,,,273,,
Wiktionary-2003-207,Wiktionary 2003,"As far as it is possible to follow the editing history of the [Wiktionary project](http://en.wiktionary.org), it seems that this concept list was first proposed in 2003. It was supposed to be a pure merger of the concepts which Swadesh proposed in [1952](conceptlists.csv#cldf:Swadesh-1952-200) and [1955](conceptlists.csv#cldf:Swadesh-1955-100). However, the editors did not notice (or deliberately ignored) that the former list explicitly lists the intransitive form of «to burn», while the latter lists «to burn» as transitive. Similar problems hold for «rain» which is explicitly labelled as a verb in the 200 item list, while no further specification is given in the 100 item list. One may of course say that these differences are minor ones, yet as a comparison with alternative approaches using the classical «Swadesh list» show, the incomplete descriptions of glosses have lead to a rather great degree of fuzziness in the application of concept lists for the purpose of language comparison.",Wiktionary,"n.d.
n.d.
n.d.",Swadesh1952;Swadesh1955;Wiktionary,Swadesh-1952-200 Swadesh-1955-100,Swadesh1952 Swadesh1955,basic,2003,207,english,Global,,http://en.wiktionary.org/wiki/Appendix:Swadesh_lists,,,
Gudschinsky-1956-200,"Gudschinsky, Sarah C. 1956","Although the compiler of this list claims that this list reflects the original [Swadesh-list of 200 items](conceptlists.csv#cldf:Swadesh-1952-200), it contains in fact some deviations. For example, Gudschinsky introduces dashed labels (like «fat-grease») in those cases where Swadesh had put one of the items in brackets (like «fat (grease)»). This practice has led to some confusion in later work by scholars who would claim to use Swadesh's list of 200 items but who were in fact only referring to Gudschinsky's list.","Gudschinsky, Sarah C.",n.d.,Gudschinsky1956,Swadesh-1952-200,Gudschinsky1956,basic,1956,200,english,Global,,,186-200,,
Samarin-1967-218,"Samarin, William J. 1967","As the compiler of this concept list notes, the reason why there are 218 concepts for what the compiler himself calls a 200-word list, is that the list is a «conflation of [Swadesh 1955](sources.bib#cldf:Swadesh1955) (where the words are listed both by semantic groups and alphabetically) and [Gudschinsky 1956](sources.bib#cldf:Gudschinsky1956a).» In the list, those items which are missing in Gudschinsky are marked with an asterisk. As the original source suggests, the list is intended to serve as a starting point for field work. The compiler of the list seems to be indifferent regarding the validity of lexicostatistics, but deems the word lists quite useful for comparison with other resources. In the study, the author also presents a [100-item list](conceptlists.csv#cldf:Samarin-1967-100) which is given in a more detailed form along with additional translations into French, Spanish, and German.","Samarin, William J.",n.d.,Samarin1967,Samarin-1967-100,Samarin1967,basic,1967,218,english,Global,,,220,,
Holman-2008-100,"Holman, Eric W. and Wichmann, Søren and Brown, Cecil H. and Velupillai, Viveka and Müller, Andreas and Bakker, Dik 2008","This list contains 100 items which are drawn from [Swadesh's list of 100 items](conceptlists.csv#cldf:Swadesh-1955-100) in ranked order. The compilers of this ranked list later extracted a [list of 40 items](conceptlists.csv#cldf:Holman-2008-40) to become the basic concept list of the [ASJP project](http://asjp.clld.org). In this list, these items are marked with an asterisk.","Holman, Eric W. and Wichmann, Søren and Brown, Cecil H. and Velupillai, Viveka and Müller, Andreas and Bakker, Dik",n.d.,Holman2008,Swadesh-1955-100 Holman-2008-40,Holman2008,basic,2008,100,english,Global,,http://www.researchgate.net/profile/Soren_Wichmann/publication/40853552_Explorations_in_automated_language_classification/links/09e41508a4943d4255000000.pdf,27-30,,rank stability_score
Swadesh-1960-100a,"Swadesh, Morris 1960a","The source labels this list as Swadesh's standard list of 100 items, so it should be identical with the [one he published in 1955](conceptlists.csv#cldf:Swadesh-1955-100). However, the concept labels differ to some degree. Be it for reasons of space or for other reasons unknown to us, all additional information of the labels was removed, thus making it impossible to distinguish, for example, whether «burn» is aiming at the transitive or the intransitive version of the concept. Similar confusion is created by items like «flesh» (is it human, animal, serving as food, or referring to the substance of living creatures?), and «rain» (verb or noun?), which actually also occurs on the [second, supposedly less stable list](conceptlists.csv#cldf:Swadesh-1960-100b) also attributed to Swadesh and reported in the same source.","Swadesh, Morris",n.d.,Hymes1960,Swadesh-1955-100 Swadesh-1960-100b,Hymes1960,basic,1960,100,english,Global,a,,6,,
Swadesh-1960-200,"Swadesh, Morris 1960","According to the source, this list should be equivalent with Swadesh's [list of 200 items from 1952](conceptlists.csv#cldf:Swadesh-1952-200). This is, however, not the case, since the list differs greatly in the labels for the glosses originally used by Swadesh. Given the idiosyncratic structure of labeling which uses dash-symbols to label concepts with help of two glosses (e.g., «hold-take», «meat-flesh»), it is much more likely that the source would use the [version published by Gudschinsky](conceptlists.csv#cldf:Gudschinsky-1956-200). It is, not exactly identical with Gudschinsky's version of Swadesh's list of 200 items, since it uses slightly different concept labels in which, for example, question marks for interrogatives are omitted. In the mapping to our Concepticon, however, these minor modifications in the labels do not show up and all items are mapped to the same concept. We add it in our collection in order to illustrate how easily changes have been propagated in the history of concept list compilation.","Swadesh, Morris",n.d.,Hymes1960,Swadesh-1952-200 Gudschinsky-1956-200,Hymes1960,basic,1960,100,english,Global,,,6,,
Swadesh-1950-215,"Swadesh, Morris 1950","The first list which was proposed by Swadesh. He never applied it to the Salish language, since there was not enough data to translate the items into all Salish languages, but this was the initial list which Swadesh had envisioned. Note that in the original text, there is a spelling error, pointing to 225 items, although the actual number of items directly mentioned by Swadesh sums up to only 215.","Swadesh, Morris",n.d.,Swadesh1950,,Swadesh1950,basic,1950,215,english,Global,,,161,,
Starostin-1991-110,"Starostin, Sergej A. 1991","This list of 110 items is the basis of the large lexicostatistical data collection of the [Tower of Babel](http://starling.rinet.ru/) project and serves also as the basic concept list of its successor, the [Global Lexicostatistical Database](http://starling.rinet.ru/new100/main.htm). The list itself is a merger of [Swadesh's 100-item list](conceptlists.csv#cldf:Swadesh-1955-100) and [Yakhontov's 100-item list](conceptlists.csv#cldf:Yakhontov-1991-100). It is also available in [ranked order](conceptlists.csv#cldf:Starostin-2007-110) with ranks reflecting the supposed stability of the items.","Starostin, Sergej A.",n.d.,Starostin1991,Swadesh-1955-100 Yakhontov-1991-100 Starostin-2007-110,Starostin1991,basic,1991,110,english russian,Global,,http://starling.rinet.ru/,93,,
Swadesh-1955-100,"Swadesh, Morris 1955","Swadesh's most famous concept list of 100 items. The original article lists all 215 items originally proposed in the first article on [lexicostatistics in 1950](sources.bib#cldf:Swadesh1950), but marks the most stable 92 items, and adds eight more items which became then the list of 100 items as shown here. In the list, we marked the eight additional items with an asterisk preceding the concept label. Since this list was only implicitly provided in Swadesh's original publication, we ordered the items alphabetically.","Swadesh, Morris",n.d.,Swadesh1955,,Swadesh1955,basic,1955,100,english,Global,,,133-137,Swadesh-100,
Swadesh-1952-200,"Swadesh, Morris 1952",Swadesh's famous list of 200 supposedly stable concepts.,"Swadesh, Morris",n.d.,Swadesh1952,,Swadesh1952,basic,1952,200,english,Global,,,456f,Swadesh-200,
Yakhontov-1991-100,"Yakhontov, Sergej 1991","This is a concept list proposed by Sergej Yakhontov as an alternative to [Swadesh's original list of 100 items](conceptlists.csv#cldf:Swadesh-1955-100). In this list, 10 items from the original list were removed and 10 new items were added. The list was proposed much earlier than the source, apparently already in the beginning of the 1960ies ([Djačok 2008](sources.bib#cldf:Djacok2008)), but Yakhontov never published his list officially. Note that there is a spelling error in the source of [Starostin (1991: 91)](sources.bib#cldf:Starostin1991): In the source, the second item is labelled «течь» («float») in Russian, although the alphabetical order suggests that «жечь» («burn tr.») was originally intended by the author.","Yakhontov, Sergej",n.d.,Starostin1991,Swadesh-1955-100,Starostin1991,basic,1991,100,english russian,Global,,,93,,sublist
Samarin-1967-100,"Samarin, William J. 1967","As the original source suggests, the list is intended to serve as a starting point for field work, and according ot the compiler, the list was originally provided by Swadesh himself and then slightly modified by the author. The compiler of the list seems to be indifferent regarding the validity of lexicostatistics, but deems the word lists quite useful for comparison with other resources. In the study, the author also presents a [200-item list](conceptlists.csv#cldf:Samarin-1967-218) which in fact contains 218 items.","Samarin, William J.",n.d.,Samarin1967,Samarin-1967-218,Samarin1967,basic,1967,100,english french german spanish,Global,,,221-223,,
Gabelentz-1891-120,"Gabelentz, Hans Georg Conon von der 1891","This list is not a real concept list in the strict sense, but rather a proposal for a useful semantic ordering of lexical entries for the purpose of language comparison. Gabelentz himself calls these «Collectaneen zum Verwandtschaftsnachweise» («collections [of words] for the purpose of proving language relationship»), and instead of providing strict glosses to be translated into different languages, he provides a schema on how a given collection of lexical entries can be ordered in order to ease the work of historical linguists. Despite the fact that this is no real concept list, we thought it would be useful to include it inour collection, since it illustrates one important purpose of concept lists: to provide an initial heuristic to search for probably related words. Since Gabelentz does not provide direct glosses as examples for all parts of his schema, we added some hopefully useful examples in all those cases where an original gloss was missing. These cases, which constitute the majority of this concept list, are marked with help of an asterisk preceding the gloss.","Gabelentz, Hans Georg Conon von der",n.d.,Gabelentz1891,,Gabelentz1891,historical,1891,121,german,Global,,,177f,,category_1 category_2 category_3
Leibniz-1768-128,"von Leibniz, Gottfried Wilhelm 1768","This list is part of the fifteenth <em>desideratum</em> expressed by Leibniz in a letter to Dn. Podesta where he tries to encourage the collection of language resources, and among these, lists of words expressing «things of daily use» (<em>res usitiatiores</em>. The list contains 128 concepts. Unfortunately, we were not yet able to determine, when this list was published first. Our source stems from the first complete edition of Leibniz' opus which was published in 1768 by Louis Dutens.","von Leibniz, Gottfried Wilhelm",n.d. In.,Leibniz1768,,Leibniz1768,historical,1768,128,latin,Global,,,230,,category
Pallas-1789-285,"Pallas, Peter Simon 1789","This list corresponds to a large dictionary, commissioned by Catherine the Great and compiled by Peter Simon Pallas, which was intended to describe all languages of the world. The list itself is a reduced list of the [larger list](conceptlists.csv#cldf:Pallas-1786-442). The list is not a completely reduced form of the original list, but also contains certain revisions. As an example, the concept «hand», which is ambiguous in Russian, where it may also refer to «arm» was now explicitly translated as *manus* in Latin, thus making it very clear that the broader concept «arm / hand» was no longer intended.","Pallas, Peter Simon",n.d.,Pallas1789,Pallas-1786-442,Pallas1789,historical,1789,285,latin russian,Global,,,493-494,,pallas_1786_441
Pallas-1786-442,"Pallas, Peter Simon 1786","This is a very early collection of words compiled for the purpose of language comparison. From the digital version of the source, the original date of publication could not be determined. However, according to [Adelung (1815: 53)](sources.bib#cldf:Adelung1815), the collection was published in 1786 by order of Catherine the Great, in order to create a large collection of words from all languages in the world. Later, the list was reduced to [285 words](conceptlists.csv#cldf:Pallas-1789-285), and the translations were published in two volumes. The count of 442 items is based on our digitization of the source. As a matter of fact, the item «to sing» occurs twice in the data with the exact identical Russian, French, and Latin words.","Pallas, Peter Simon",n.d.,Pallas1786,Pallas-1789-285,Pallas1786,historical,1786,442,french german latin russian,Global,,,3-8,,
Ardila-2007-40,"Ardila, Alfredo 2007","This list was created as an alternative to current *naming tests* which are used in medicine to determine degrees of aphasia and for similar purposes. For this reason, the tests are usually accompanied by images, and the same holds for [this test](http://ars.els-cdn.com/content/image/1-s2.0-S088761770700011X-gr1.jpg), which, in contrast to earlier tests, like the Boston Naming Test, uses the idea of Swadesh lists as a new starting point for the creation of a test list. According to the author, the list has 38 items from the list of [Swadesh (1955)](conceptlists.csv#cldf:Swadesh-1955-100) and 2 items from the list of [Swadesh (1952)](conceptlists.csv#cldf:Swadesh-1952-200), namely «snake» and «worm». The item selection was based on different factors, including recognizability on images, a coverage of five core semantic categories. Note that the list we give here was merged from two tables in the original paper (one containing the test items, the other translations in additional languages).","Ardila, Alfredo",n.d.,Ardila2007,Swadesh-1955-100 Swadesh-1952-200,Ardila2007,naming test,2007,40,basque english esperanto guahibo latin russian spanish turkish,Global,,http://dx.doi.org/10.1016/j.acn.2007.01.016,300-305,,category english_frequency spanish_frequency spanish_order_of_difficulty
Key-2016-1310,"Key, Mary Ritchie and Comrie, Bernard 2015",This is the most recent version of the concept list underlying the [Intercontinental Dictionary Series](https://ids.clld.org/) which was first launched in 2007 and now significantly enhanced and expanded (while the concept list itself was left unchanged). The list also served as the core list underlying the [World Loanwoard Database](http://wold.clld.org) and was used for the investigation of cross-linguistic colexification patterns in the [CLICS database](http://clics.lingpy.org).,"Key, Mary Ritchie and Comrie, Bernard",n.d.,Key2016,,,questionnaire,2015,1310,english french portuguese russian spanish,Global,,http://ids.clld.org,,IDS,chapter ids_id subcode url
Peust-2013-54,"Peust, Carsten 2013","This list is the result of applying a procedure for stability-checking by comparing the survival rate of words in couples of ancestral and descendant languages in 13 such pairs. This procedure for stability checking is different from the ones proposed by [Starostin (2007)](conceptlists.csv#cldf:Starostin-2007-110), [Holman et al. (2008)](conceptlists.csv#cldf:Holman-2008-40), and [Pozdniakov (2014)](conceptlists.csv#cldf:Pozdniakov-2014-100a). The column STABILITY in the data reflects the degree of the correponding category for each concept and ranges from 1 to 6.","Peust, Carsten",n.d.,Peust2013,Starostin-2007-110 Holman-2008-40 Pozdniakov-2014-100a,Peust2013,ratings,2013,54,english,Global,,http://www.peust.de/peustBasicVocabularyList.pdf,14,,stability
Pozdniakov-2014-100a,"Pozdniakov, Konstantin 2014a","This list presents an alternative ranking of the data underlying the ranked list presented by [Starostin (2007)](conceptlists.csv#cldf:Starostin-2007-110). In contrast to the original ranking, it calculates the results by averaging them. Given that we know the original data underlying this list, the mapping to concept sets was carried out by comparing with our mapping of Starostin's ranked list. As a result, there are some mappings which may seem unintuitive («ground» being mapped to «EARTH (SOIL)»), but they result from different translations from the Russian source into English, not from wrong mappings.  200","Pozdniakov, Konstantin",n.d.,Pozdniakov2014,Starostin-2007-110,Pozdniakov2014,ranked,2014,100,english,Global,a,http://jolr.ru/files/(144)jlr2014-11(187-237).pdf,202,,rank
Tadmor-2009-100,"Tadmor, Uri 2009",This list is assumed to contain concepts which are not only stable but also resistant to borrowing. The concepts were selected with help of the [World Loanword Database](http://wold.clld.org) which contains various information regarding lexical borrowing in different languages of the world. It is known under the name «Leipzig-Jakarta list».,"Tadmor, Uri",n.d. In.,Tadmor2009,,Tadmor2009,ranked,2009,100,english,Global,,http://wold.clld.org/meaning,69-71,Leipzig-Jakarta,age_score analyzability_score borrowed_score composite_score rank representation_score
Swadesh-1955-215,"Swadesh, Morris 1955","Apart from Swadesh's most famous concept list of [100 items](conceptlists.csv#cldf:Swadesh-1955-100), the article from 1955 gives the full [list of 215 items](conceptlists.csv#cldf:Swadesh-1950-215) first presented in [1950](sources.bib#cldf:Swadesh1955) in ranked form with stability percentages and assignment of all items to semantic fields. This list combines two tables in the paper, the table which groups the items according to categories, and the table showing the stabilities. Items marked with an asterisk refer to those 92 items which were later selected for the 100 item list (eight more items are only mentioned in the text but not included in the table). In some cases the concept labels slightly diverged in the two tables. This was indicated by adding the different concept label in the list on semantic categories (page 133) to the main field and separating it by a back slash.","Swadesh, Morris",n.d.,Swadesh1955,Swadesh-1955-100 Swadesh-1950-215,Swadesh1955,ranked,1955,100,english,Global,,,133-137,,category rank stability_score
Starostin-2007-110,"Starostin, Sergej A. 2007",This is a ranked version of the «traditional» concept list of the [Tower of Babel](http://starling.rinet.ru) project.,"Starostin, Sergej A.",n.d. In.,Starostin2007,,Starostin2007,ranked,2007,110,russian,Global,,,838,,rank
Haspelmath-2009-1460,"Haspelmath, Martin and Tadmor, Uri 2009",This is the large list of concepts underlying the [World Loanword Database](http://wold.clld.org).,"Haspelmath, Martin and Tadmor, Uri",n.d.,Haspelmath2009,,,ranked,2009,1460,english,Global,,http://wold.clld.org/meaning/,,WOLD,age_score borrowing_score context description ids_id part_of_speech rank representation semantic_field simplicity_score url wold_id
Goddard-2001-42,"Goddard, Cliff 2001","This list contains concept labels for 42 semantic primes (taken from proposals based on [Natural Semantic Metalanguage](https://de.wikipedia.org/wiki/Natural_Semantic_Metalanguage)) which the author, based on a closer investigation outlined in the paper, claims to be universal.","Goddard, Cliff",n.d.,Goddard2001,,Goddard2001,specific,2001,42,english,Global,,,57,,category
Yakhontov-1956-35,"Yakhontov, Sergej 1956",This is the supposedly most stable part of [Yakhontovs list of 100 items](conceptlists.csv#cldf:Yakhontov-1991-100).,"Yakhontov, Sergej",n.d.,Starostin1991,Yakhontov-1991-100,Starostin1991,stable; ultra-stable,1956,35,english russian,Global,,,93,,
Starostin-2010-50,"Starostin, George S. 2010","This list is used by the [GLD](http://starling.rinet.ru/new100/main.htm) project to test deep genetic relations between languages. It is supposed to represent very stable items. The stability was determined with help of the ranking procedure that was also underlying [Starostin's ranked list of 110 items](conceptlists.csv#cldf:Starostin-2007-110). The list does not mechanically derive from the ranked list, but contains some concepts which were chosen for pragmatic reasons. The concept «liver», for example, was excluded, although it is very stable, but since it is not often not included in language surveys and available wordlists.","Starostin, George S.",n.d.,Starostin2010,Starostin-2007-110,Starostin2010,ultra-stable,2010,50,english,Global,,,113,,
Pagel-2013-23,"Pagel, Mark and Atkinson, Quentin D. and Calude, Andreea S. and Meade, Andrew 2013","This list gives supposedly very stable meanings for Eurasian languages, based on an investigation of cognate sets across etymological dictionaries.","Pagel, Mark and Atkinson, Quentin D. and Calude, Andreea S. and Meade, Andrew",n.d.,Pagel2013,,Pagel2013,ultra-stable,2013,23,english,Global,,,8474,,cognate_class_size frequency_of_use half_life_1000s_of_years i_e_rate part_of_speech
Borin-2012-40,"Borin, Lars 2012","This list contains those concepts which occur in 8 of the 9 languages investigated in the [KELLY](http://spraakbanken.gu.se/eng/kelly) project, which aims at developing vocabularies for different proficiency levels of the [CEFR](http://www.coe.int/t/dg4/linguistic/cadre1_en.asp). In contrast to most of the other concept lists in our sample, it is thus oriented towards basic concepts for language learning, rather than basic concepts for language comparison.","Borin, Lars",n.d. In.,Borin2012,,Borin2012,ultra-stable,2012,40,english,Global,,,62,,
Trask-2000-15,"Trask, Robert L. 2000","According to the author, this list is the [15-item list by Dolgopolsky (1964)](conceptlists.csv#cldf:Dolgopolsky-1964-15). It deviates, however, both in the concept labels which were used in the [English translation from 1986](sources.bib#cldf:Dolgopolsky1986) and in the literal translation of Dolgopolsky's list. It is therefore much more likely that Trask quoted Dolgopolsky's list intermediately from [Shevoroshkin's list of 23 items](conceptlists.csv#cldf:Shevoroshkin-1991-23). Since this list is again a rather specific translation of Dolgopolsky's list, it explains why Trask's list of Dolgopolsky and Dolgopolsky's list deviate in the item «louse» which Trask (following Shevoroshkin) translates as «louse/nit».","Trask, Robert L.",n.d.,Trask2000,Dolgopolsky-1964-15 Shevoroshkin-1991-23,Trask2000,ultra-stable,2000,15,english,Global,,,96,,
Beaufils-2015-18,"Beaufils, Vincent 2015","This list is proposed as part of the [eLinguistics.net project](http://www.elinguistics.net) which aims to automatically compare languages all over the world by means of 18 words which are converted to sound classes and compared for similarity by using pre-established scores for sound-correspondence probability (using the findings by [Brown et al. 2011](sources.bib#cldf:Brown2013)). According to the compiler, the selection of the words was based on a comparison of proposed concept lists (e.g. by [Jakhontov](conceptlists.csv#cldf:Yakhontov-1956-35), [Dolgopolsky](conceptlists.csv#cldf:Dolgopolsky-1964-15), and [Holman](conceptlists.csv#cldf:Holman-2008-40)) along with a test of the performance of the words in producing senseful language trees based on the algorithm proposed by the eLinguistics.net project.","Beaufils, Vincent",n.d.,Beaufils2015,Yakhontov-1956-35 Dolgopolsky-1964-15 Holman-2008-40,Beaufils2015,ultra-stable,2015,18,english,Global,,http://www.elinguistics.net/Lexical_comparison.html,,,note
Dolgopolsky-1964-15,"Dolgopolsky, Aaron B. 1964","This list proposed by A. Dolgopolsky in 1964 was claimed to be «ultrastable», reflecting concepts which are barely replaced during language evolution. Since Dolgopolsky makes no distinction between «who» and «what», the list can be mapped to more than just the proposed 15 concepts in other concept lists (such as, for example, the [100 item list by Swadesh](conceptlists.csv#cldf:Swadesh-1955-100)).","Dolgopolsky, Aaron B.","n.d.
n.d. In.",Dolgopolsky1964;Dolgopolsky1986,Swadesh-1955-100,Dolgopolsky1964 Dolgopolsky1986,ultra-stable,1964,15,english russian,Global,,,"55, 34f",,
Holman-2008-40,"Holman, Eric W. and Wichmann, Søren and Brown, Cecil H. and Velupillai, Viveka and Müller, Andreas and Bakker, Dik 2008",This list is supposed to be very stable and has been used as the reference list for the [ASJP project](http://asjp.clld.org) in which 40-word lists of more than two thirds of all languages of the world were collected. We provide the original rankins along with the [list of 100 items](conceptlists.csv#cldf:Holman-2008-100).,"Holman, Eric W. and Wichmann, Søren and Brown, Cecil H. and Velupillai, Viveka and Müller, Andreas and Bakker, Dik",n.d.,Holman2008,Holman-2008-100,Holman2008,ultra-stable,2008,40,english,Global,,http://www.researchgate.net/profile/Soren_Wichmann/publication/40853552_Explorations_in_automated_language_classification/links/09e41508a4943d4255000000.pdf,,ASJP,
Shevoroshkin-1991-23,"Shevoroshkin, Vitalij V. and Manaster Ramer, Alexis 1991","This list is an extension to [Dolgopolsky's short list of 15 items](conceptlists.csv#cldf:Dolgopolsky-1964-15). According to the compilers, it was obtained by slightly relaxing Dolgopolsky's original criteria for concept selection.","Shevoroshkin, Vitalij V. and Manaster Ramer, Alexis",n.d. In.,Shevoroshkin1991,Dolgopolsky-1964-15,Shevoroshkin1991,ultra-stable,1991,23,english,Global,,,188f,,
Meillet-1921-16,"Meillet, Antoine 1921","This is not a real list proposed by Meillet, but rather a collection of examples for words which are less frequently replaced during language history. The original list was published in 1921, but for our research we had to rely on a later edition from 1965, which is why we can't provide the exact page on which the original «list» can be found.","Meillet, Antoine","n.d.
n.d.",Hymes1960;Meillet1965,,Hymes1960,ultra-stable,1921,16,french,Global,,,"?, 5",,
Yakhontov-1991-65,"Yakhontov, Sergej 1991",This is the supposedly less stable part of [Yakhontovs list of 100 items](conceptlists.csv#cldf:Yakhontov-1991-100).,"Yakhontov, Sergej",n.d.,Starostin1991,Yakhontov-1991-100,Starostin1991,unstable,1991,65,english russian,Global,,,93,,
Swadesh-1960-100b,"Swadesh, Morris 1960b","According to the source, this list was proposed by Swadesh as a diagnostic test list that could supplement the [list of 100 items](conceptlists.csv#cldf:Swadesh-1955-100) in case researchers would face difficulties in identifying all translational equivalents for the 100 item list. Unfortunately, the only source which we could find for this list, [Hymes (1960)](http:bibliography.lingpy.org?key=Hymes1960), presents the concept glosses in an abbreviated form which does not allow us to distinguish whether we are dealing with verbal or nominal meanings. As a confusing result of this, the concept «rain» occurs twice, both in this [stable list of 100 items](conceptlists.csv#cldf:Swadesh-1960-100a) (item 76) and in this supplementary list (item 121).","Swadesh, Morris",n.d.,Hymes1960,Swadesh-1955-100 Swadesh-1960-100a,Hymes1960,unstable,1960,100,english,Global,b,,6,,
Ringe-2002-333,"Ringe, Donald and Warnow, Tandy and Taylor, Ann 2002","This list was used for a cladistic study of 24 Indo-European languages ([Ringe et al. 2002](sources.bib#cldf:Ringe2002)). The authors describe the list as being derived from the two traditional Swadesh lists ([Swadesh 1952](conceptlists.csv#cldf:Swadesh-1952-200), and [1955](conceptlists.csv#cldf:Swadesh-1955-100)), to which they added an additional number of 121 lexical items which are supposed to be indicative of subgrouping of Indo-European languages. The first two Swadesh lists originally make up about 207 items, but since the compilers further split five items into two sets, the «Swadesh part» of the list consists of 212 items in total. For this reason, the complete list contains 333 items. The compilers give further specifications of some of their concepts which we added in an additional column called ANNOTATION. Since many of these specifications are, however, optional, they were not entirely considered to carry out the mapping.","Ringe, Donald and Warnow, Tandy and Taylor, Ann",n.d.,Ringe2002,Swadesh-1952-200 Swadesh-1955-100,Ringe2002,areal,2002,333,english,Indo-European,,http://www.cs.rice.edu/~nakhleh/CPHL/ie-wordlist-07.pdf,,,
Dyen-1992-200,"Dyen, Isidore and Kruskal, Joseph B. and Black, Paul 1992","This is the famous concept list underlying the Dyen, Kruskal, and Black database which was first presented in 1992 but later published electronically in 1997. The database was used for multiple studies and inspired the creation of IELex as a successor database, with an [expanded list of 207 concepts](conceptlists.csv#cldf:Dunn-2012-207). Regarding the intended concepts, the list is entirely identical with [Swadesh's 200 item list](conceptlists.csv#cldf:Swadesh-1952-200). Regarding the concept labels, however, the list shows some slight differences. For a ranked version of this list, based on the inferred stability of words in a phylogenetic analysis, see the list by [Pagel et al. (2007)](conceptlists.csv#cldf:Pagel-2007-200).","Dyen, Isidore and Kruskal, Joseph B. and Black, Paul",n.d.,Dyen1992,Dunn-2012-207 Swadesh-1952-200 Pagel-2007-200,,basic,1992,200,english,Indo-European,,http://www.wordgumbo.com/ie/cmp/iedata.txt,,,
Dunn-2012-207,"Dunn, Michael 2012","This list of 207 items used in the [Indo-European Lexical Cognacy Database](http://ielex.mpi.nl) is a close but not exact merger of [Swadesh's list of 200 items](conceptlists.csv#cldf:Swadesh-1952-200) and his [list of 100 items](conceptlists.csv#cldf:Swadesh-1955-100). It is not exact, since transitive and intransitive forms of the verb to burn which occur separately in the initial lists, are merged into one item. This list is also used as the basic list behind the [Wiktionary Swadesh Lists](http://en.wiktionary.org/wiki/Appendix:Spanish_Swadesh_list) (see the [Wiktionary swadesh list](conceptlists.csv#cldf:Wiktionary-2003-207)).","Dunn, Michael",n.d.,Dunn2012,Swadesh-1952-200 Swadesh-1955-100 Wiktionary-2003-207,,basic,2012,207,english,Indo-European,,http://ielex.mpi.nl/meanings/,,,url
McMahon-2005-30,"McMahon, April and McMahon, Robert 2005","This is what the authors call a «hihi» list for Indo-European languages in the database by [Dyen et al. (1997)](sources.bib#cldf:Dyen1997), that is, a list high in «reconstructability» and high in «retentiveness». So the items are supposed to be among the most stable concepts that can be found in the Indo-European languages.","McMahon, April and McMahon, Robert",n.d.,McMahon2005,,McMahon2005,hihi,2005,30,english,Indo-European,,,109,,
McMahon-2005-23,"McMahon, April and McMahon, Robert 2005","This is what the authors call a «lolo» list for Indo-European languages in the database by [Dyen et al. (1997)](sources.bib#cldf:Dyen1997), that is, a list low in «reconstructability» and low in «retentiveness». So the items are supposed to be among the less stable concepts that can be found in Swadesh-style databases for Indo-European languages.","McMahon, April and McMahon, Robert",n.d.,McMahon2005,,McMahon2005,lolo,2005,23,english,Indo-European,,,109,,
Buck-1949-1110,"Buck, Carl Darling 1949","This famous resource on words of similar meanings in Indo-European languages was the basis for later large word list collections like [WOLD (Haspelmath and Tadmor 2009)](conceptlists.csv#cldf:Haspelmath-2009-1460), and [IDS (Key and Comrie 2015)](conceptlists.csv#cldf:Key-2016-1310). Due lack of resources we are not able to provide a list which was fully digitized from the book, but had to rely on the index in the end of the book, and a semi-automatic comparison with the list by Haspelmath and Tadmor. A larger amount of concepts was also left unlinked, since they seem to be too specific to justify their inclusion in this resource at the moment. So when using this list for important studies, we recommend to check with the original to make sure there are no errors. If errors are detected, we further appreciate to be notified via our [GitHub repository](https://github.com/concepticon/concepticon-data).","Buck, Carl Darling",n.d.,Buck1949,Haspelmath-2009-1460 Key-2016-1310,Buck1949,questionnaire,1949,1108,english,Indo-European,,,1505-1515,Buck,
