original_word	lemmatized_word
lakes	lake
lakhs	lakh
lamb	lamb
lambing	lambing
lambs	lamb
lame	lame
lamenting	lamenting
lamer	lamer
lamp	lamp
lamps	lamp
lancashire	lancashire
lance	lance
lanced	lanced
land	land
landed	landed
landing	landing
landlady	landlady
landlord	landlord
lands	land
landscape	landscape
landslide	landslide
landslip	landslip
landwards	landwards
lane	lane
language	language
languages	language
langur	langur
langurs	langur
lantern	lantern
lanterns	lantern
lap	lap
lapped	lapped
laptops	laptop
larch	larch
larches	larch
lard	lard
large	large
largely	largely
larger	larger
largo	largo
largos	largo
lari	lari
larvae	larva
larynx	larynx
las	la
lash	lash
lashed	lashed
lashes	lash
lashing	lashing
lass	lass
lasso	lasso
last	last
lasted	lasted
lasting	lasting
lastly	lastly
lasts	last
lat	lat
late	late
lately	lately
later	later
lates	lates
latest	latest
lather	lather
latin	latin
latrine	latrine
lats	lat
latter	latter
latterly	latterly
latvia	latvia
latvian	latvian
latvians	latvian
laugh	laugh
laughed	laughed
laughing	laughing
laughs	laugh
laughter	laughter
launch	launch
laundry	laundry
laurel	laurel
lava	lava
lave	lave
laver	laver
laves	laves
law	law
lawns	lawn
laws	law
lawyer	lawyer
lawyers	lawyer
lay	lay
layed	layed
layer	layer
layers	layer
laying	laying
lays	lay
lazar	lazar
laziness	laziness
lazy	lazy
le	le
lead	lead
leader	leader
leaders	leader
leading	leading
leads	lead
leaf	leaf
leaflets	leaflet
leafs	leaf
leak	leak
leaked	leaked
leaking	leaking
leaks	leak
lean	lean
leaned	leaned
leaning	leaning
leanness	leanness
leans	lean
leant	leant
leap	leap
leaping	leaping
leapt	leapt
learn	learn
learned	learned
learners	learner
learning	learning
learnings	learning
learns	learns
learnt	learnt
least	least
leather	leather
leave	leave
leavened	leavened
leaves	leaf
leaving	leaving
lecturer	lecturer
led	led
leda	leda
leech	leech
leeches	leech
leek	leek
leeward	leeward
left	left
leftover	leftover
leftovers	leftover
leg	leg
legend	legend
legged	legged
legging	legging
legislative	legislative
legitimate	legitimate
legs	leg
lei	lei
leisure	leisure
leisurely	leisurely
lemmings	lemming
lemon	lemon
lemons	lemon
lena	lena
lend	lend
length	length
lengthening	lengthening
lenin	lenin
leningrad	leningrad
lent	lent
leo	leo
leonardo	leonardo
leopard	leopard
les	le
less	le
lessen	lessen
lessens	lessens
lesser	lesser
lesson	lesson
lessons	lesson
lest	lest
let	let
lets	let
letter	letter
letters	letter
letting	letting
level	level
lever	lever
li	li
liana	liana
lianas	liana
liar	liar
libations	libation
liberals	liberal
liberated	liberated
liberia	liberia
liberty	liberty
library	library
lice	louse
licence	licence
lick	lick
licked	licked
licking	licking
licks	lick
lid	lid
lids	lid
lie	lie
lied	lied
lief	lief
lier	lier
lies	lie
lieu	lieu
lieutenant	lieutenant
life	life
lifeboats	lifeboat
lifestyle	lifestyle
lifetime	lifetime
lift	lift
lifted	lifted
lifting	lifting
lifts	lift
light	light
lighted	lighted
lighter	lighter
lighterage	lighterage
lighterman	lighterman
lightermen	lighterman
lighters	lighter
lighting	lighting
lightly	lightly
lightning	lightning
lights	light
like	like
likeable	likeable
liked	liked
likely	likely
likes	like
likewise	likewise
liking	liking
lilies	lily
lilium	lilium
lily	lily
lima	lima
limas	lima
limbs	limb
lime	lime
limit	limit
limited	limited
limits	limit
limp	limp
limpet	limpet
limping	limping
limps	limp
linden	linden
line	line
lineage	lineage
lined	lined
linen	linen
lines	line
lining	lining
linked	linked
linking	linking
lino	lino
lion	lion
lions	lion
lip	lip
lipped	lipped
lips	lip
liquid	liquid
liquor	liquor
list	list
listen	listen
listened	listened
listener	listener
listeners	listener
listening	listening
listens	listens
lit	lit
litany	litany
liter	liter
literacy	literacy
literal	literal
literally	literally
literary	literary
literature	literature
litre	litre
litres	litre
litter	litter
little	little
littler	littler
littles	little
live	live
lived	lived
livelihood	livelihood
lively	lively
liver	liver
liverpool	liverpool
lives	life
livestock	livestock
living	living
lizard	lizard
lizards	lizard
llama	llama
llamas	llama
lloyd	lloyd
load	load
loaded	loaded
loaders	loader
loading	loading
loads	load
loaf	loaf
loafed	loafed
loan	loan
loathed	loathed
loaves	loaf
lobster	lobster
local	local
locality	locality
locals	local
located	located
location	location
loch	loch
lock	lock
locked	locked
locker	locker
lockers	locker
locking	locking
locks	lock
loco	loco
locust	locust
locution	locution
lodge	lodge
lodged	lodged
lodges	lodge
lodging	lodging
lodgings	lodging
loft	loft
loftiness	loftiness
log	log
loggers	logger
logging	logging
logic	logic
logistics	logistics
logs	log
loin	loin
london	london
lone	lone
lonely	lonely
long	long
longer	longer
longest	longest
longing	longing
lontar	lontar
loo	loo
look	look
looked	looked
looking	looking
looks	look
loom	loom
loop	loop
loose	loose
loosely	loosely
loosen	loosen
loosened	loosened
looses	loos
looted	looted
lord	lord
lorries	lorry
lorry	lorry
lory	lory
lose	lose
loser	loser
loses	loses
losing	losing
loss	loss
losses	loss
lost	lost
lot	lot
lots	lot
lottery	lottery
loud	loud
louder	louder
loudly	loudly
loudspeaker	loudspeaker
lounge	lounge
louse	louse
love	love
loved	loved
lovely	lovely
lover	lover
loves	love
loving	loving
lovingly	lovingly
low	low
lower	lower
lowered	lowered
lowering	lowering
lowers	lower
lowland	lowland
lowly	lowly
lubrication	lubrication
luck	luck
luckily	luckily
lucky	lucky
lucy	lucy
luganda	luganda
luggage	luggage
lukewarm	lukewarm
lull	lull
lump	lump
luna	luna
lunar	lunar
lunch	lunch
lunchtime	lunchtime
lung	lung
lungs	lung
lured	lured
lying	lying
lynching	lynching
lyrics	lyric
m	m
ma	ma
maar	maar
macaw	macaw
mace	mace
machete	machete
machetes	machete
machine	machine
machinery	machinery
machines	machine
macho	macho
macrons	macron
mad	mad
madam	madam
made	made
madrasa	madrasa
magazine	magazine
magdalenas	magdalena
maggots	maggot
magic	magic
magically	magically
magician	magician
magics	magic
magistrate	magistrate
magistrates	magistrate
magnetic	magnetic
magnetism	magnetism
magpie	magpie
mahdi	mahdi
mahdists	mahdist
maia	maia
maid	maid
maids	maid
maidservant	maidservant
mail	mail
main	main
mainland	mainland
mainly	mainly
mains	main
maintain	maintain
maintained	maintained
maintains	maintains
maize	maize
maja	maja
majases	maja
majority	majority
make	make
maker	maker
makers	maker
makes	make
makeup	makeup
makin	makin
making	making
malaria	malaria
malay	malay
malays	malay
malaysia	malaysia
male	male
malediction	malediction
males	male
mali	mali
malice	malice
malik	malik
mallet	mallet
mam	mam
mama	mama
mamba	mamba
man	man
manage	manage
managed	managed
management	management
manager	manager
managers	manager
manages	manages
managing	managing
manana	manana
mandara	mandara
mandarin	mandarin
mandatory	mandatory
mandible	mandible
mandibles	mandible
mandioc	mandioc
mane	mane
manets	manet
mange	mange
manger	manger
manges	mange
mango	mango
mangoes	mango
mangos	mango
mangy	mangy
manhood	manhood
manifesting	manifesting
manila	manila
manioc	manioc
manipulate	manipulate
manipulates	manipulates
manipur	manipur
manliness	manliness
manner	manner
mannered	mannered
manners	manner
manor	manor
manual	manual
manufacture	manufacture
manufacturing	manufacturing
manure	manure
manures	manure
many	many
map	map
mapped	mapped
mara	mara
marble	marble
marcel	marcel
march	march
marched	marched
marcher	marcher
marching	marching
mare	mare
mari	mari
maria	maria
marigold	marigold
marinas	marina
marino	marino
maritime	maritime
maritimes	maritimes
mark	mark
marked	marked
marker	marker
markers	marker
market	market
marketing	marketing
marketplace	marketplace
markets	market
marking	marking
marks	mark
maroon	maroon
marquis	marquis
marred	marred
marriage	marriage
marriageable	marriageable
married	married
marries	marries
marrow	marrow
marry	marry
marrying	marrying
marsh	marsh
marshes	marsh
marshy	marshy
mart	mart
martagon	martagon
martial	martial
martin	martin
marum	marum
marvellous	marvellous
marvelous	marvelous
marvels	marvel
mary	mary
mas	ma
masa	masa
mascara	mascara
masculine	masculine
mash	mash
mask	mask
masks	mask
mass	mass
massacres	massacre
massage	massage
massages	massage
master	master
masters	master
mat	mat
matai	matai
match	match
matchbox	matchbox
matches	match
matchmaker	matchmaker
mate	mate
material	material
materials	material
maternal	maternal
maternity	maternity
mates	mate
mathematicians	mathematician
mathematics	mathematics
mats	mat
matter	matter
mattered	mattered
matters	matter
matthew	matthew
mattress	mattress
mature	mature
matured	matured
maturity	maturity
maxima	maximum
may	may
maya	maya
maybe	maybe
mayor	mayor
mbeya	mbeya
me	me
mead	mead
meadow	meadow
meager	meager
meal	meal
meals	meal
mean	mean
meandering	meandering
meaning	meaning
meanings	meaning
means	mean
meant	meant
meantime	meantime
meanwhile	meanwhile
measles	measles
measure	measure
measured	measured
measures	measure
measuring	measuring
meat	meat
meatballs	meatball
mechanic	mechanic
mechanics	mechanic
medals	medal
media	medium
mediation	mediation
mediators	mediator
medical	medical
medicament	medicament
medicinal	medicinal
medicine	medicine
medicines	medicine
meditate	meditate
mediterranean	mediterranean
medium	medium
meet	meet
meeting	meeting
meetings	meeting
meets	meet
melanesian	melanesian
melon	melon
melt	melt
melted	melted
melting	melting
melts	melt
melville	melville
member	member
members	member
meme	meme
memorial	memorial
memories	memory
memorise	memorise
memory	memory
men	men
men's	men's
mended	mended
mendes	mendes
mends	mend
menopause	menopause
mens	men
menstruation	menstruation
mentally	mentally
mention	mention
mentioned	mentioned
mentioning	mentioning
meow	meow
mer	mer
merchandise	merchandise
merchant	merchant
merchants	merchant
merciful	merciful
mercy	mercy
mere	mere
merely	merely
merit	merit
merited	merited
mermaid	mermaid
merrily	merrily
merriness	merriness
merry	merry
merrymaking	merrymaking
mes	me
mesh	mesh
meson	meson
mess	mess
message	message
messages	message
messed	messed
messenger	messenger
messengers	messenger
messing	messing
messy	messy
mestizo	mestizo
mestizos	mestizo
met	met
metal	metal
metaphorically	metaphorically
mete	mete
meteor	meteor
meter	meter
meters	meter
metes	mete
method	method
methodist	methodist
methods	method
metre	metre
metres	metre
metro	metro
mi	mi
miaow	miaow
mice	mouse
michael	michael
mick	mick
microphone	microphone
mid	mid
midday	midday
middle	middle
middlings	middling
midnight	midnight
midst	midst
midsummer	midsummer
midwife	midwife
might	might
migrate	migrate
migrated	migrated
migrating	migrating
migration	migration
mike	mike
mile	mile
miles	mile
milieu	milieu
military	military
milk	milk
milked	milked
milking	milking
milkmaid	milkmaid
milkman	milkman
milks	milk
mill	mill
miller	miller
millers	miller
millet	millet
milling	milling
million	million
millionaire	millionaire
millions	million
mills	mill
millstone	millstone
millstones	millstone
milne	milne
milton	milton
min	min
mina	mina
minaret	minaret
mind	mind
minding	minding
mindlessly	mindlessly
minds	mind
mine	mine
mines	mine
minesweepers	minesweeper
mingled	mingled
mingling	mingling
miniature	miniature
minimally	minimally
mining	mining
minister	minister
ministry	ministry
minneapolis	minneapolis
minority	minority
minors	minor
minute	minute
minutes	minute
miracle	miracle
mire	mire
mired	mired
mires	mire
miro	miro
mirror	mirror
mis	mi
misbehave	misbehave
miscarriage	miscarriage
miscellaneous	miscellaneous
mischievous	mischievous
misconception	misconception
misdeed	misdeed
miserable	miserable
miserliness	miserliness
misfortune	misfortune
misfortunes	misfortune
misled	misled
miss	miss
missed	missed
misses	miss
missile	missile
missing	missing
mission	mission
missionaries	missionary
missionary	missionary
mississippi	mississippi
mist	mist
mistake	mistake
mistaken	mistaken
mistakenly	mistakenly
mistakes	mistake
mister	mister
mistreat	mistreat
mistreated	mistreated
mistreating	mistreating
mistress	mistress
mistresses	mistress
misty	misty
misunderstand	misunderstand
misunderstanding	misunderstanding
misunderstood	misunderstood
mittens	mitten
mix	mix
mixed	mixed
mixes	mix
mixing	mixing
mixture	mixture
mm	mm
mo	mo
moan	moan
moaned	moaned
moaning	moaning
moans	moan
mob	mob
mobile	mobile
mobilize	mobilize
mock	mock
mocked	mocked
mockery	mockery
mocking	mocking
model	model
moderating	moderating
moderator	moderator
modern	modern
mohammed	mohammed
mojos	mojo
molar	molar
mold	mold
moldova	moldova
mole	mole
moles	mole
moleskin	moleskin
moleskins	moleskin
mom	mom
moment	moment
moments	moment
momentum	momentum
mommy	mommy
mon	mon
mona	mona
monastery	monastery
monday	monday
money	money
monger	monger
mongering	mongering
mongos	mongo
monitor	monitor
monkey	monkey
monkeys	monkey
monos	mono
mons	mon
monsoon	monsoon
monster	monster
monsters	monster
monte	monte
montes	monte
month	month
monthly	monthly
months	month
montmartre	montmartre
monument	monument
monuments	monument
moo	moo
mood	mood
mooing	mooing
moon	moon
moonless	moonless
moonlight	moonlight
moorage	moorage
moored	moored
moorhens	moorhen
moorsing	moorsing
moose	moose
mop	mop
moped	moped
mopped	mopped
moral	moral
morally	morally
mordvins	mordvin
more	more
moreover	moreover
morgue	morgue
morn	morn
morning	morning
mornings	morning
morrison	morrison
morrow	morrow
mortal	mortal
mortar	mortar
mos	mo
moscow	moscow
moses	moses
moslems	moslem
mosque	mosque
mosques	mosque
mosquito	mosquito
mosquitoes	mosquito
mosquitos	mosquito
moss	moss
most	most
mostly	mostly
moth	moth
mother	mother
mothers	mother
moths	moth
motion	motion
motley	motley
motor	motor
motorbike	motorbike
motorbikes	motorbike
motorboat	motorboat
motorcycle	motorcycle
motorcycles	motorcycle
motors	motor
mots	mot
mould	mould
moulding	moulding
mound	mound
mounds	mound
mount	mount
mountain	mountain
mountainous	mountainous
mountains	mountain
mountainside	mountainside
mounted	mounted
mounting	mounting
mourn	mourn
mourned	mourned
mourning	mourning
mourns	mourns
mouse	mouse
moustache	moustache
mouth	mouth
mouthful	mouthful
mouths	mouth
move	move
moved	moved
movement	movement
movements	movement
moves	move
movie	movie
movies	movie
moving	moving
mow	mow
mowed	mowed
mowing	mowing
mows	mow
mr	mr
mrs	mr
ms	m
msc	msc
msg	msg
mt	mt
mu	mu
mubarak	mubarak
much	much
muck	muck
mucked	mucked
mucking	mucking
mud	mud
muddy	muddy
muezzin	muezzin
muffler	muffler
mug	mug
mulberry	mulberry
mule	mule
mules	mule
mull	mull
mullah	mullah
mullahs	mullah
mullet	mullet
multiple	multiple
multiplication	multiplication
multiplied	multiplied
multiplies	multiplies
multiply	multiply
multitude	multitude
mum	mum
mumbling	mumbling
mummy	mummy
mums	mum
munching	munching
muon	muon
murder	murder
murderer	murderer
murderers	murderer
murdering	murdering
murmur	murmur
murmured	murmured
musa	musa
muscles	muscle
museum	museum
museums	museum
mushroom	mushroom
mushrooms	mushroom
music	music
musical	musical
musician	musician
musicians	musician
muskrat	muskrat
muslim	muslim
muslims	muslim
must	must
mustache	mustache
mustard	mustard
mustards	mustard
mustered	mustered
mute	mute
mutual	mutual
muzzle	muzzle
myanmar	myanmar
myna	myna
mysterious	mysterious
mythical	mythical
n	n
na	na
naan	naan
nada	nada
nagas	naga
nagged	nagged
nags	nag
nail	nail
nailed	nailed
nails	nail
naira	naira
naja	naja
naked	naked
nakedness	nakedness
name	name
named	named
namely	namely
names	name
namesake	namesake
naming	naming
nances	nance
nancy	nancy
nannies	nanny
nansen	nansen
nap	nap
nape	nape
narrate	narrate
narrated	narrated
narrating	narrating
narration	narration
narrative	narrative
narratives	narrative
narrator	narrator
narrow	narrow
nastiness	nastiness
nasty	nasty
nation	nation
national	national
nationalist	nationalist
nationalities	nationality
nationality	nationality
nationals	national
nations	nation
native	native
natives	native
nato	nato
natural	natural
naturally	naturally
nature	nature
naughty	naughty
nauseas	nausea
navel	navel
navels	navel
navigation	navigation
navy	navy
nd	nd
ne	ne
near	near
nearby	nearby
nearer	nearer
nearest	nearest
nearly	nearly
neatly	neatly
nebraska	nebraska
necessarily	necessarily
necessary	necessary
necessity	necessity
neck	neck
necklace	necklace
necklaces	necklace
necks	neck
nee	nee
need	need
needed	needed
needle	needle
needlefish	needlefish
needles	needle
needs	need
needy	needy
negated	negated
negative	negative
neglect	neglect
negligent	negligent
negro	negro
neighbor	neighbor
neighborhood	neighborhood
neighborhoods	neighborhood
neighbors	neighbor
neighbour	neighbour
neighbourhood	neighbourhood
neighbouring	neighbouring
neighbours	neighbour
neither	neither
nelson	nelson
nenets	nenets
nenetses	nenets
nephew	nephew
nephews	nephew
nerves	nerve
nervous	nervous
nervously	nervously
nest	nest
nestor	nestor
nests	nest
net	net
nets	net
netted	netted
netting	netting
nettle	nettle
nettles	nettle
networking	networking
neural	neural
neurasthenia	neurasthenia
never	never
nevertheless	nevertheless
new	new
newcomer	newcomer
newcomers	newcomer
newly	newly
newlywed	newlywed
newlyweds	newlywed
newman	newman
news	news
newspaper	newspaper
next	next
ng	ng
nganasans	nganasan
ngu	ngu
ni	ni
nib	nib
nibble	nibble
nice	nice
nicely	nicely
nicer	nicer
niche	niche
nicholas	nicholas
nickname	nickname
nicolson	nicolson
niece	niece
nieces	niece
night	night
nightfall	nightfall
nightie	nightie
nightingales	nightingale
nightmares	nightmare
nights	night
nighttime	nighttime
nike	nike
nil	nil
nile	nile
niles	nile
nimble	nimble
nina	nina
nine	nine
nineteen	nineteen
nineties	ninety
ninety	ninety
ninth	ninth
no	no
noble	noble
nobleman	nobleman
noblewoman	noblewoman
nobody	nobody
nobs	nob
nodded	nodded
noise	noise
noises	noise
noisily	noisily
noisy	noisy
nomads	nomad
nomas	noma
nominated	nominated
nomination	nomination
non	non
none	none
nonetheless	nonetheless
nonsense	nonsense
noodle	noodle
noodles	noodle
nook	nook
noon	noon
noose	noose
norm	norm
normal	normal
normally	normally
norman	norman
north	north
northern	northern
nos	no
nose	nose
nosebags	nosebag
noses	nose
nostrils	nostril
not	not
notable	notable
notation	notation
notch	notch
notches	notch
note	note
notebook	notebook
notes	note
nothing	nothing
notice	notice
noticed	noticed
notices	notice
noticing	noticing
notified	notified
notify	notify
nourish	nourish
nourished	nourished
nous	nous
nov	nov
november	november
novena	novena
now	now
nowadays	nowadays
nowhere	nowhere
noxious	noxious
nu	nu
nudge	nudge
nudging	nudging
nuisance	nuisance
numb	numb
number	number
numbers	number
numerous	numerous
nun	nun
nuns	nun
nurse	nurse
nursed	nursed
nursery	nursery
nurses	nurse
nursing	nursing
nurtured	nurtured
nut	nut
nutmeg	nutmeg
nutrients	nutrient
nutrition	nutrition
nuts	nut
nylon	nylon
o	o
o'clock	o'clock
oakum	oakum
oars	oar
oast	oast
oath	oath
oatmeal	oatmeal
oats	oat
ob	ob
obedience	obedience
obedient	obedient
obey	obey
obeyed	obeyed
obeying	obeying
obeys	obeys
object	object
objective	objective
objectives	objective
objects	object
obligation	obligation
obligations	obligation
obligatorily	obligatorily
obligatory	obligatory
obliged	obliged
oblivious	oblivious
obscene	obscene
obscenity	obscenity
obscure	obscure
observe	observe
observed	observed
observing	observing
obsessive	obsessive
obstacle	obstacle
obstacles	obstacle
obstinacy	obstinacy
obstinate	obstinate
obtain	obtain
obtained	obtained
obviously	obviously
occasion	occasion
occasional	occasional
occasionally	occasionally
occasions	occasion
occupation	occupation
occupations	occupation
occupied	occupied
occupy	occupy
occupying	occupying
occur	occur
occured	occured
occurred	occurred
occurrence	occurrence
occurs	occurs
ocean	ocean
ocelot	ocelot
ochre	ochre
october	october
od	od
odd	odd
odds	odds
odin	odin
odor	odor
off	off
offend	offend
offended	offended
offendings	offendings
offer	offer
offered	offered
offering	offering
offers	offer
office	office
officer	officer
officers	officer
offices	office
official	official
officially	officially
offspring	offspring
offsprings	offspring
often	often
ogre	ogre
oh	oh
oil	oil
oink	oink
oinking	oinking
oinks	oink
ointment	ointment
ointments	ointment
ok	ok
okay	okay
okey	okey
okra	okra
ola	ola
old	old
olden	olden
older	older
oldest	oldest
olds	old
olla	olla
ollas	olla
omen	omen
on	on
once	once
one	one
ones	one
onion	onion
onions	onion
only	only
onward	onward
onwards	onwards
ooh	ooh
open	open
opened	opened
opening	opening
openings	opening
openly	openly
opens	open
operate	operate
operated	operated
operating	operating
operation	operation
operator	operator
opinion	opinion
opinions	opinion
opportunities	opportunity
opportunity	opportunity
opposed	opposed
opposite	opposite
oppress	oppress
oppressed	oppressed
opt	opt
option	option
optionally	optionally
or	or
oral	oral
orang	orang
orange	orange
oranges	orange
orchard	orchard
orchards	orchard
orchid	orchid
orchids	orchid
order	order
ordered	ordered
ordering	ordering
orderly	orderly
orders	order
ordinal	ordinal
ordinary	ordinary
ore	ore
organ	organ
organisation	organisation
organisations	organisation
organise	organise
organised	organised
organiser	organiser
organising	organising
organist	organist
organization	organization
organize	organize
organized	organized
organizer	organizer
organizers	organizer
organizes	organizes
organs	organ
origen	origen
origin	origin
original	original
originally	originally
originate	originate
originated	originated
oriole	oriole
ornaments	ornament
orphan	orphan
orphanage	orphanage
orphans	orphan
orthodox	orthodox
orwells	orwell
oryx	oryx
os	o
oscar	oscar
oses	os
ostrich	ostrich
other	other
otherwise	otherwise
oto	oto
otter	otter
ottoman	ottoman
ounce	ounce
ounces	ounce
out	out
outcome	outcome
outdo	outdo
outdoor	outdoor
outdoors	outdoors
outer	outer
outhouses	outhouse
outings	outing
outlying	outlying
outplayed	outplayed
outposts	outpost
output	output
outrigger	outrigger
outrun	outrun
outs	out
outshines	outshines
outside	outside
outsider	outsider
outsiders	outsider
outskirt	outskirt
outskirts	outskirt
outstation	outstation
outweigh	outweigh
ov	ov
oven	oven
over	over
overall	overall
overbearing	overbearing
overboard	overboard
overburden	overburden
overcame	overcame
overclothes	overclothes
overcome	overcome
overcook	overcook
overdoing	overdoing
overflew	overflew
overflowing	overflowing
overflown	overflown
overgrown	overgrown
overhaul	overhaul
overhead	overhead
overheard	overheard
overjoyed	overjoyed
overlap	overlap
overlapping	overlapping
overlook	overlook
overnight	overnight
overpass	overpass
overpower	overpower
overpowered	overpowered
overseas	overseas
oversee	oversee
overseer	overseer
overtake	overtake
overtaken	overtaken
overtakes	overtakes
overtaking	overtaking
overtime	overtime
overtook	overtook
overturn	overturn
overturned	overturned
overturning	overturning
overturns	overturn
overwhelmed	overwhelmed
owe	owe
owed	owed
owing	owing
owl	owl
owls	owl
own	own
owned	owned
owner	owner
owners	owner
ownership	ownership
owning	owning
owns	owns
ox	ox
oxcart	oxcart
oxen	ox
oxtail	oxtail
p	p
pa	pa
paca	paca
pacas	paca
pace	pace
pacify	pacify
pacing	pacing
pack	pack
package	package
packages	package
packed	packed
packet	packet
packets	packet
packing	packing
packs	pack
packsaddle	packsaddle
padded	padded
padding	padding
paddle	paddle
paddled	paddled
paddler	paddler
paddlers	paddler
paddles	paddle
paddling	paddling
paddock	paddock
paddy	paddy
padlock	padlock
padre	padre
padres	padre
page	page
paid	paid
paies	pay
pails	pail
pain	pain
painful	painful
painfully	painfully
pains	pain
paint	paint
painted	painted
painting	painting
pair	pair
pairs	pair
pakistan	pakistan
palace	palace
paler	paler
pali	pali
palm	palm
palmer	palmer
palmier	palmier
palms	palm
pals	pal
palsy	palsy
pampers	pampers
pan	pan
pancake	pancake
pancakes	pancake
pandanus	pandanus
panes	pane
pang	pang
panicked	panicked
panicking	panicking
pannier	pannier
pannikin	pannikin
pans	pan
pant	pant
panted	panted
panting	panting
pantry	pantry
pants	pant
panty	panty
pap	pap
papa	papa
papaya	papaya
papayas	papaya
paper	paper
papers	paper
papuan	papuan
papuans	papuan
papyrus	papyrus
par	par
para	para
parachute	parachute
parachutes	parachute
paradise	paradise
paraffin	paraffin
paragraphs	paragraph
parakeets	parakeet
parallel	parallel
parasite	parasite
paratrooper	paratrooper
parboils	parboils
parcel	parcel
parcels	parcel
pardon	pardon
pared	pared
parent	parent
parents	parent
parentss	parent
parish	parish
park	park
parka	parka
parked	parked
parkers	parker
parking	parking
parliament	parliament
parlour	parlour
parochialism	parochialism
parrot	parrot
parrots	parrot
parsley	parsley
parson	parson
part	part
parted	parted
partes	partes
participant	participant
participate	participate
participated	participated
participating	participating
participation	participation
particular	particular
particularly	particularly
parties	party
partition	partition
partizan	partizan
partly	partly
partner	partner
partners	partner
partridge	partridge
partridges	partridge
parts	part
party	party
partying	partying
pas	pa
pasha	pasha
pashas	pasha
pass	pas
passable	passable
passage	passage
passages	passage
passed	passed
passenger	passenger
passengers	passenger
passers	passer
passes	pass
passing	passing
passive	passive
passport	passport
past	past
paste	paste
pasted	pasted
pastes	paste
pastime	pastime
pastor	pastor
pastors	pastor
pasts	past
pasture	pasture
pastured	pastured
pastures	pasture
pat	pat
patas	patas
patch	patch
patched	patched
patches	patch
pate	pate
paternal	paternal
path	path
pathetic	pathetic
paths	path
patience	patience
patient	patient
patiently	patiently
patients	patient
patio	patio
patrick	patrick
patriotic	patriotic
patrol	patrol
patrolling	patrolling
patrons	patron
patronym	patronym
patronymic	patronymic
pats	pat
patted	patted
pattern	pattern
patterned	patterned
patterns	pattern
patting	patting
paul	paul
pauper	pauper
paused	paused
pauses	pause
pave	pave
paved	paved
paw	paw
pawed	pawed
pawpaw	pawpaw
pawpaws	pawpaw
paws	paw
pay	pay
payback	payback
paye	paye
payed	payed
payer	payer
paying	paying
payment	payment
payments	payment
pays	pay
pea	pea
peace	peace
peaceful	peaceful
peacefully	peacefully
peach	peach
peak	peak
peal	peal
pealed	pealed
peanut	peanut
peanuts	peanut
pear	pear
pearls	pearl
pears	pear
peas	pea
peasant	peasant
peasants	peasant
peat	peat
peccaries	peccary
peccary	peccary
peck	peck
pecked	pecked
pecking	pecking
pecks	peck
peculiar	peculiar
peculiarity	peculiarity
pedagogical	pedagogical
pedestrians	pedestrian
pedigree	pedigree
pedlar	pedlar
pee	pee
peed	peed
peeing	peeing
peeked	peeked
peeking	peeking
peeks	peek
peel	peel
peeled	peeled
peeling	peeling
peelings	peeling
peels	peel
peep	peep
peeped	peeped
peeping	peeping
peeps	peep
peering	peering
peg	peg
pegged	pegged
pegs	peg
peirce	peirce
pejorative	pejorative
pellets	pellet
pelota	pelota
pelt	pelt
pelted	pelted
pen	pen
penalties	penalty
penalty	penalty
pence	penny
pencil	pencil
pencils	pencil
pendant	pendant
pending	pending
penelope	penelope
penetrate	penetrate
penetrated	penetrated
penetrating	penetrating
penicillin	penicillin
penis	penis
penned	penned
pennies	penny
penniless	penniless
penny	penny
pens	pen
pension	pension
pensioner	pensioner
pensioners	pensioner
pentecostal	pentecostal
people	people
peoples	people
pepper	pepper
peppers	pepper
peppery	peppery
perceive	perceive
percent	percent
percentage	percentage
perch	perch
perched	perched
perching	perching
percy	percy
perestroika	perestroika
perfect	perfect
perfectly	perfectly
perforated	perforated
perforates	perforates
perforce	perforce
perform	perform
performance	performance
performances	performance
performed	performed
performers	performer
performing	performing
performs	performs
perfume	perfume
perfumed	perfumed
perfumes	perfume
perhaps	perhaps
period	period
periods	period
perishing	perishing
perks	perk
permanent	permanent
permanently	permanently
permission	permission
permitted	permitted
perplexed	perplexed
persevere	persevere
persia	persia
person	person
persona	persona
personal	personal
personally	personally
personas	persona
persons	person
perspective	perspective
perspires	perspires
persuade	persuade
persuaded	persuaded
persuading	persuading
pertaining	pertaining
peru	peru
peruse	peruse
peruvian	peruvian
pesos	peso
pest	pest
pester	pester
pestering	pestering
pesticide	pesticide
pestilent	pestilent
pestle	pestle
pet	pet
peter	peter
petite	petite
petrol	petrol
pets	pet
petted	petted
petty	petty
peyote	peyote
pharmacies	pharmacy
pharmacy	pharmacy
pheasants	pheasant
philosophers	philosopher
philosophy	philosophy
phlegm	phlegm
phone	phone
phoned	phoned
phones	phone
phoning	phoning
photo	photo
photograph	photograph
photos	photo
phrase	phrase
phrases	phrase
physical	physical
physically	physically
pica	pica
pick	pick
pickaxe	pickaxe
picked	picked
pickers	picker
picket	picket
picking	picking
pickled	pickled
pickles	pickle
picks	pick
picnics	picnic
picture	picture
pictures	picture
pie	pie
piece	piece
pieces	piece
pied	pied
pier	pier
pierce	pierce
pierced	pierced
pierces	pierce
piercing	piercing
pies	pie
pig	pig
pigeon	pigeon
pigeons	pigeon
piglet	piglet
piglets	piglet
pigs	pig
pigsty	pigsty
pile	pile
piled	piled
piles	pile
pilgrimage	pilgrimage
piling	piling
pill	pill
pillar	pillar
pillars	pillar
pillow	pillow
pillows	pillow
