concepticon_id	name	description	final_synset	synonym	wordnet_id	count	definition	same_synset	taxonomic_depth
1063	nephew	A son of someone's brother or sister.	n10353355	nephew	n10353355	286.0	a son of your brother or sister	same	6.0
1064	shield	A large plate made of metal or wood, held in the left hand during melee combat to protect the body from incoming attacks.	n04192698	buckler				different	8.0
1064	shield	A large plate made of metal or wood, held in the left hand during melee combat to protect the body from incoming attacks.	n04192698	shield	v01130169	274.0	protect, hide, or conceal from danger or harm	different	8.0
1067	judgment	The official and authentic decision of a court of justice upon the respective rights and claims of the parties to an action or suit therein litigated and submitted to its determination, the final decision of the court resolving the dispute and determining the rights and obligations of the parties.	n01187810	judgement	n00874067	7.0	the act of judging or assessing a person or situation or event	different	6.0
1067	judgment	The official and authentic decision of a court of justice upon the respective rights and claims of the parties to an action or suit therein litigated and submitted to its determination, the final decision of the court resolving the dispute and determining the rights and obligations of the parties.	n01187810	judgment	n05837957	304.0	an opinion formed by judging something	different	6.0
1068	court	An organ of the government, belonging to the judicial department, whose function is the application of the laws to controversies brought before it and the public administration of justice.	n03649459	court	n08329453	1202.0	an assembly (including one or more judges) to conduct judicial business	different	7.0
1068	court	An organ of the government, belonging to the judicial department, whose function is the application of the laws to controversies brought before it and the public administration of justice.	n03649459	lawcourt				different	7.0
1069	glue	Substance used for sticking objects together.	n14702875	glue	n14702875	208.0	cement consisting of a sticky substance that is used as an adhesive	same	7.0
1069	glue	Substance used for sticking objects together.	n14702875	gum	n07599998	144.0	a preparation (usually made of sweetened chicle) for chewing	different	7.0
1069	glue	Substance used for sticking objects together.	n14702875	mucilage				different	7.0
1071	hook	A rod bent into a curved shape, for catching, holding, or sustaining anything.	n03532342	hook	v01365549	249.0	fasten with a hook	different	7.0
1072	prisoner	A person confined in a prison, while on trial or serving a sentence.	n10476086	captive	s01065126	105.0	being in captivity	different	5.0
1072	prisoner	A person confined in a prison, while on trial or serving a sentence.	n10476086	prisoner	n10476086	808.0	a person who is confined; especially a prisoner of war	same	5.0
1074	fishhook	A metal hook for catching fish.	n03351151	fishhook	n03351151	10.0	a sharp barbed hook for catching fish	same	8.0
1075	trap (pitfall)	A device for catching and holding animals.	n04474466	trap	n04474466	402.0	a device in which something (usually an animal) can be caught and penned	same	7.0
1077	wheat	Plant belonging to genus Triticum and to family Poaceae (also known as Gramineae).	n12142085	wheat	n12142085	218.0	annual or biennial grass having erect flower spikes and light brown grains	same	12.0
1079	feel	To be in some emotional state.	v1771535	experience	n05758059	1902.0	the accumulation of knowledge or skill that results from direct participation in events or activities	different	0.0
1079	feel	To be in some emotional state.	v1771535	feel	v01771535	8579.0	undergo an emotional sensation or be in a particular state of mind	different	0.0
1081	bill	Sum owed in a restaurant, or the relative bill.	n06516955	account	n13929037	735.0	a formal contractual relationship established to provide for regular banking or brokerage or business services	different	8.0
1081	bill	Sum owed in a restaurant, or the relative bill.	n06516955	bill	n06536853	813.0	a statute in draft before it becomes law	different	8.0
1081	bill	Sum owed in a restaurant, or the relative bill.	n06516955	invoice	n06516955	28.0	an itemized statement of money owed for goods shipped or services rendered	same	8.0
1082	merchant	A businessperson engaged in trade.	n10309896	merchandiser	n10309896	11.0	a businessperson engaged in retail trade	same	6.0
1082	merchant	A businessperson engaged in trade.	n10309896	merchant	n10309896	459.0	a businessperson engaged in retail trade	same	6.0
1084	call	To address or summon someone.	v00792471	call	v01028748	8502.0	assign a specified (usually proper) proper name to	different	8.0
1085	follow	To go or come after (in physical space) someone or something.	v01998432	follow	v01998432	2650.0	to travel behind, go after, come after	same	1.0
1087	conceive	To become pregnant.	v00054285	conceive	v01633343	219.0	have the idea for	different	2.0
1088	sink (descend)	To go down in water, mud, quicksand etc. or to cause something to go down in it.	v01985923	drop	v01977701	1772.0	let fall to the ground	different	2.0
1088	sink (descend)	To go down in water, mud, quicksand etc. or to cause something to go down in it.	v01985923	sink	n04223580	659.0	plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe	different	2.0
1091	salty	Containing salt.	a02398773	salty	a01073822	105.0	containing or filled with salt	different	0.0
1095	let go or set free	To give freedom; to stop holding; to release from confinement or restraint.	v01474550	release	v01474550	467.0	release, as from one's grip	same	0.0
1095	let go or set free	To give freedom; to stop holding; to release from confinement or restraint.	v01474550	relinquish	v02316304	74.0	part with a possession or right	different	0.0
1098	weigh	To determine the weight of an object.	v02704818	weigh	v02704818	463.0	have a certain weight	same	2.0
1100	cook (something)	To prepare a meal or a single dish.	v01664172	cook	v01664172	782.0	prepare for eating by applying heat	same	2.0
1100	cook (something)	To prepare a meal or a single dish.	v01664172	fix	v00260648	840.0	restore by replacing a part or putting together what is torn or broken	different	2.0
1100	cook (something)	To prepare a meal or a single dish.	v01664172	make	v00120316	18783.0	give certain properties to something	different	2.0
1100	cook (something)	To prepare a meal or a single dish.	v01664172	prepare	v00406243	1548.0	make ready or suitable or equip in advance for a particular purpose or for some use, event, etc	different	2.0
1100	cook (something)	To prepare a meal or a single dish.	v01664172	ready	a01930512	3863.0	completely prepared or in condition for immediate action or use or progress	different	2.0
1102	climb	To mount to a high or little accessible place using feet and hands, e.g. a tree, a mountain or a ladder.	v01921964	climb	v01921964	1689.0	go upward with gradual or continuous progress	same	2.0
1102	climb	To mount to a high or little accessible place using feet and hands, e.g. a tree, a mountain or a ladder.	v01921964	mount	v01343204	221.0	attach to a support	different	2.0
1103	sacrifice	Something surrendered or lost in order to gain an objective.	n00227595	sacrifice	v02343595	265.0	endure the loss of	different	10.0
1109	wound	A type of injury in which in skin or tisue is torn, cut,  punctured or otherwise hurt.	n14298815	lesion	n14211294	24.0	any localized abnormal structural change in a bodily part	different	9.0
1109	wound	A type of injury in which in skin or tisue is torn, cut,  punctured or otherwise hurt.	n14298815	wound	n14298815	678.0	an injury to living tissue (especially an injury involving a cut or break in the skin)	same	9.0
1110	shark	A scaleless fish with a cartilaginous skeleton that has 5 to 7 gill slits on each side of its head.	n01482330	shark	n01482330	303.0	any of numerous elongate mostly marine carnivorous fishes with heterocercal caudal fins and tough skin covered with small toothlike scales	same	13.0
1113	wrap	To surround on all sides.	v01522276	roll	v01866192	1679.0	move by turning over or rotating	different	1.0
1113	wrap	To surround on all sides.	v01522276	twine	n04337974	70.0	a lightweight cord	different	1.0
1113	wrap	To surround on all sides.	v01522276	wind	n11525955	3321.0	air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure	different	1.0
1113	wrap	To surround on all sides.	v01522276	wrap	v01522276	779.0	arrange or or coil around	same	1.0
1115	speech	An address or form of oral communication in which a speaker makes his thoughts and emotions known before an audience, often for a given purpose. (Source: RHW)	n07238694	address	v01033527	621.0	act on verbally or in some form of artistic expression	different	6.0
1115	speech	An address or form of oral communication in which a speaker makes his thoughts and emotions known before an audience, often for a given purpose. (Source: RHW)	n07238694	speech	n07238694	850.0	the act of delivering a formal spoken communication to an audience	same	6.0
1119	divide	To split or separate something into two or more parts.	v02467662	dissever				different	2.0
1119	divide	To split or separate something into two or more parts.	v02467662	divide	v02467662	727.0	separate into parts or portions	same	2.0
1119	divide	To split or separate something into two or more parts.	v02467662	separate	a02109678	847.0	independent; not united or joint	different	2.0
1119	divide	To split or separate something into two or more parts.	v02467662	split	v02467662	390.0	separate into parts or portions	same	2.0
1121	secret	Being or kept hidden from public perception.	a02090069	secret	n06673142	1328.0	something that should remain hidden from others (especially information that is not to be passed on)	different	0.0
1122	wages	A fixed amount of money paid to a worker, usually measured on a monthly or annual basis.	n07295629	payoff	n13260190	62.0	the income or profit arising from such transactions as the sale of land or other property	different	8.0
1122	wages	A fixed amount of money paid to a worker, usually measured on a monthly or annual basis.	n07295629	reward	v00787660	221.0	strengthen and support with rewards	different	8.0
1122	wages	A fixed amount of money paid to a worker, usually measured on a monthly or annual basis.	n07295629	wages				different	8.0
1123	pregnant	Carrying developing offspring within the body.	a00173220	pregnant	a00173220	865.0	carrying developing offspring within the body or being about to produce new life	same	0.0
1124	pipe	A device consisting of a mouthpiece, a long pipe stem and a pipe bowl, that is used to smoke tobacco.	n03945167	pipe	n03945167	402.0	a tube with a small bowl at one end; used for smoking tobacco	same	9.0
1125	bald	Without hair on the head.	a00210848	bald	s00210848	264.0	lacking hair on all or most of the scalp	different	0.0
1125	bald	Without hair on the head.	a00210848	bald-headed				different	0.0
1125	bald	Without hair on the head.	a00210848	bald-pated				different	0.0
1127	send	To make something (an object, a message) go from one place to another.	v01031256	mail	n06264398	1040.0	the system whereby messages are transmitted via the post office	different	2.0
1127	send	To make something (an object, a message) go from one place to another.	v01031256	post	n03988170	380.0	an upright consisting of a piece of timber or metal fixed firmly in an upright position	different	2.0
1127	send	To make something (an object, a message) go from one place to another.	v01031256	send	v01951480	4087.0	cause to go somewhere	different	2.0
1130	we (exclusive)	Exclusive we: I and at least one other person, but not the addressed person (you) (pronoun 1st person plural without 2nd person).	n.a.					different	
1131	we (inclusive)	Inclusive we: I and at least one other person, including the addressed person(s) (pronoun 1st person plural with 2nd person).	n.a.					different	
1132	beam	A structural member loaded on its narrow face, and typically used in a horizontal or sloping position to span between bearing points.	n02815950	beam	n11428023	357.0	a column of light (as from a beacon)	different	5.0
1133	match	A stick with inflammable substance on one end that can be set on fire by friction.	n03728437	lucifer	n03728437	1.0	lighter consisting of a thin piece of wood or cardboard tipped with combustible chemical; ignites with friction	same	8.0
1133	match	A stick with inflammable substance on one end that can be set on fire by friction.	n03728437	match	v02657219	643.0	be compatible, similar or consistent; coincide in their characteristics	different	8.0
1134	divorce	Legal dissolution of a marriage.	n01201271	divorce	n01201271	798.0	the legal dissolution of a marriage	same	6.0
1134	divorce	Legal dissolution of a marriage.	n01201271	divorcement	n01201271	1.0	the legal dissolution of a marriage	same	6.0
1135	kick	To strike somebody or something with the foot.	v01370561	kick	v01370561	906.0	strike with the foot	same	2.0
1136	rabbit	One of several small mammals of the family Leporidae, with long ears, long hind legs and a short, fluffy tail.	n02324045	coney				different	13.0
1136	rabbit	One of several small mammals of the family Leporidae, with long ears, long hind legs and a short, fluffy tail.	n02324045	cony	n02324045	7.0	any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food	same	13.0
1136	rabbit	One of several small mammals of the family Leporidae, with long ears, long hind legs and a short, fluffy tail.	n02324045	rabbit	n02324045	414.0	any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food	same	13.0
1141	pity	Deep awareness of the suffering of another, coupled with the wish to relieve it.	n07553964	commiseration	n07553964	8.0	a feeling of sympathy and sorrow for the misfortunes of others	same	6.0
1141	pity	Deep awareness of the suffering of another, coupled with the wish to relieve it.	n07553964	pathos	n05211254	17.0	a quality that arouses emotions (especially pity or sorrow)	different	6.0
1141	pity	Deep awareness of the suffering of another, coupled with the wish to relieve it.	n07553964	pity	n07553964	246.0	a feeling of sympathy and sorrow for the misfortunes of others	same	6.0
1141	pity	Deep awareness of the suffering of another, coupled with the wish to relieve it.	n07553964	ruth	n07553964	3.0	a feeling of sympathy and sorrow for the misfortunes of others	same	6.0
1143	oven	An enclosed heated compartment usually lined with a refractory material used for baking or drying substances, firing ceramics, heat-treating, etc.	n03862676	oven	n03862676	238.0	kitchen appliance used for baking or roasting	same	11.0
1144	witness	Someone who has a personal knowledge of something.	n10786033	informant	n10205985	93.0	a person who supplies information	different	5.0
1144	witness	Someone who has a personal knowledge of something.	n10786033	witness	v02128286	406.0	be a witness to	different	5.0
1144	witness	Someone who has a personal knowledge of something.	n10786033	witnesser				different	5.0
1145	swamp	A permanently waterlogged area in which there is often associated tree growth, e.g. mangroves in hot climates.	n09452395	swamp	n09452395	266.0	low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog	same	5.0
1145	swamp	A permanently waterlogged area in which there is often associated tree growth, e.g. mangroves in hot climates.	n09452395	swampland	n09452395	11.0	low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog	same	5.0
1148	bruise	A collection of blood in the body tissue outside the blood vessels	n14288871	bruise	n14288871	247.0	an injury that doesn't break the skin but results in some discoloration	same	9.0
1148	bruise	A collection of blood in the body tissue outside the blood vessels	n14288871	contusion	n14288871	11.0	an injury that doesn't break the skin but results in some discoloration	same	9.0
1149	orphan	A person one or both of whose parents have died, especially a minor.	n10384392	orphan	n10384392	207.0	a child who has lost both parents	same	6.0
1150	thunder	Sound produced by fast air expansion induced by a lightning.	n07397355	thunder	n07397355	272.0	a booming or crashing noise caused by air expanding along the path of a bolt of lightning	same	7.0
1151	veil	A head covering.	n03502331	veil	n03502331	214.0	a garment that covers the head and face	same	8.0
1152	beget	(Especially of a male parent) to procreate or generate.	v00054628	beget	v00054628	25.0	make children	same	1.0
1152	beget	(Especially of a male parent) to procreate or generate.	v00054628	engender	v01649024	56.0	call forth	different	1.0
1152	beget	(Especially of a male parent) to procreate or generate.	v00054628	father	n10080869	12039.0	a male parent (also used as a term of address to your father)	different	1.0
1152	beget	(Especially of a male parent) to procreate or generate.	v00054628	generate	v01627355	807.0	bring into existence	different	1.0
1152	beget	(Especially of a male parent) to procreate or generate.	v00054628	get	v00149583	21476.0	enter or assume a certain state or condition	different	1.0
1152	beget	(Especially of a male parent) to procreate or generate.	v00054628	mother	n10332385	14200.0	a woman who has given birth to a child (also used as a term of address to your mother)	different	1.0
1152	beget	(Especially of a male parent) to procreate or generate.	v00054628	sire	v00054628	22.0	make children	same	1.0
1153	cattle	Domesticated bovine animals, including cows, steers and bulls, raised and bred on a ranch or farm.	n02402425	cattle	n02402425	490.0	domesticated bovine animals as a group regardless of sex or age; ; ; - Bible	same	16.0
1153	cattle	Domesticated bovine animals, including cows, steers and bulls, raised and bred on a ranch or farm.	n02402425	cows				different	16.0
1153	cattle	Domesticated bovine animals, including cows, steers and bulls, raised and bred on a ranch or farm.	n02402425	kine				different	16.0
1153	cattle	Domesticated bovine animals, including cows, steers and bulls, raised and bred on a ranch or farm.	n02402425	oxen	n02402425	43.0	domesticated bovine animals as a group regardless of sex or age; ; ; - Bible	same	16.0
1154	olive	The small oval fruit of the olive tree, Olea europaea.	n12301445	olive	n07767344	544.0	one-seeded fruit of the European olive tree usually pickled and used as a relish	different	9.0
1155	cave	1) An underground hollow with access from the ground surface or from the sea, often found in limestone areas and on rocky coastlines.2) A natural cavity, chamber or recess which leads beneath the surface of the earth, generally in a horizontal or obliquely inclined direction. It may be in the form of a passage or a gallery, its shape depending in part on the joint pattern or structure of the rock and partly on the type of process involved in its excavation. Thus, caves worn by subterranean rivers may be different in character from, and of considerably greater extent than, a sea-cave eroded by marine waves.3) A natural underground open space, generally with a connection to the surface and large enough for a person to enter. The most common type of cave is formed in a limestone by dissolution. (Source: CED /  WHIT /  BJGEO)	n09238926	cave	n09238926	800.0	a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea	same	4.0
1156	open	To make the inside something accessible by moving an obstacle aside (e.g. a door or covering), or to move said obstacle.	v01346003	open	v01346003	5233.0	cause to open or to become open	same	0.0
1157	because	Conjunction initiating a causal phrase.	n.a.					different	
1159	fart	To emit digestive gases through the anus.	v00101629	fart	n00839597	55.0	a reflex that expels intestinal gas through the anus	different	2.0
1160	thief	Someone who takes property belonging to someone else with the intention of keeping it or selling it.	n10707804	stealer	n10707804	7.0	a criminal who takes property belonging to someone else with the intention of keeping it or selling it	same	8.0
1160	thief	Someone who takes property belonging to someone else with the intention of keeping it or selling it.	n10707804	thief	n10707804	441.0	a criminal who takes property belonging to someone else with the intention of keeping it or selling it	same	8.0
1161	thread	A long, thin and flexible form of material, generally with a round cross-section, used in sewing, weaving or in the construction of string.	n04426788	thread	n04426788	335.0	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	same	7.0
1161	thread	A long, thin and flexible form of material, generally with a round cross-section, used in sewing, weaving or in the construction of string.	n04426788	yarn	n04426788	86.0	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	same	7.0
1162	intention	An anticipated outcome that is intended to obtain or that guides your planned actions.	n00163233	intention	n05982152	572.0	an anticipated outcome that is intended or that guides your planned actions	different	8.0
1169	ox	A castrated bull.	n02403003	ox	n02403003	52.0	an adult castrated bull of the genus Bos; especially Bos taurus	same	17.0
1170	trap (catch)	To catch in a trap, to immobilize.	v01480770	ensnare	v01480770	28.0	catch in or as if in a trap	same	2.0
1170	trap (catch)	To catch in a trap, to immobilize.	v01480770	entrap	v02578008	7.0	take or catch as if in a snare or trap	different	2.0
1170	trap (catch)	To catch in a trap, to immobilize.	v01480770	snare	v01480770	47.0	catch in or as if in a trap	same	2.0
1170	trap (catch)	To catch in a trap, to immobilize.	v01480770	trammel	v01480770	2.0	catch in or as if in a trap	same	2.0
1170	trap (catch)	To catch in a trap, to immobilize.	v01480770	trap	n04474466	402.0	a device in which something (usually an animal) can be caught and penned	different	2.0
1171	mirror	A smooth surface, usually made of glass with reflective material painted on the underside, that reflects light so as to give an image of what is in front of it.	n03773035	mirror	n03773035	1852.0	polished surface that forms images by reflecting light	same	8.0
1172	shoot	To fire a shot from a firearm, bow or other weapon.	v01137138	hit	v01236164	1457.0	hit against; come into sudden contact with	different	4.0
1172	shoot	To fire a shot from a firearm, bow or other weapon.	v01137138	pip	n14203269	11.0	a minor nonspecific ailment	different	4.0
1172	shoot	To fire a shot from a firearm, bow or other weapon.	v01137138	shoot	v02484570	1486.0	kill by firing a missile	different	4.0
1173	eyebrow	The hair that grows over the bone ridge above the eye socket.	n05313535	brow	n05313535	354.0	the arch of hair above each eye	same	8.0
1173	eyebrow	The hair that grows over the bone ridge above the eye socket.	n05313535	eyebrow	n05313535	911.0	the arch of hair above each eye	same	8.0
1173	eyebrow	The hair that grows over the bone ridge above the eye socket.	n05313535	supercilium				different	8.0
1174	yesterday	The day before today.	r00507716	yesterday	n15156187	985.0	the day immediately before today	different	0.0
1175	ghost	The visible disembodied soul of a dead person.	n09545976	ghost	n09545976	607.0	the visible disembodied soul of a dead person	same	6.0
1176	spade	Tool having a flat and sharp metal tip and a wooden handle used to break, dig and move the earth.	n04266486	spade	n04266486	39.0	a sturdy hand shovel that can be pushed into the earth with the foot	same	10.0
1178	nostril	Either of the two orifices located on the nose (or on the beak of a bird); used as a passage for air and other gases to travel the nasal passages.	n05600109	nostril	n05600109	278.0	either one of the two external openings to the nasal cavity in the nose	same	9.0
1179	day after tomorrow	On the day following tomorrow.	n.a.					different	
1180	day before yesterday	On the day before yesterday.	n.a.					different	
1186	last (endure)	To endure, continue over time.	v02704928	endure	v00668099	277.0	put up with something or somebody unpleasant	different	2.0
1186	last (endure)	To endure, continue over time.	v02704928	last	s01730329	12049.0	immediately past	different	2.0
1187	goose	Waterfowl of the Anatidae family.	n01855672	goose	n01855672	147.0	web-footed long-necked typically gregarious migratory aquatic birds usually larger and less aquatic than ducks	same	13.0
1188	charcoal	A porous solid product containing 85-98% carbon and produced by heating carbonaceous materials such as cellulose, wood or peat at 500-600 C° in the absence of air. (Source: MGH)	n14685296	charcoal	n14685296	109.0	a carbonaceous material obtained by heating wood or other organic matter in the absence of air	same	5.0
1192	threaten	To make a threat of injury or punishment against someone.	v00871405	threaten	v02697120	539.0	pose a threat to; present a danger to	different	5.0
1198	many	An indefinite large number of.	a01551633	many	a01551633	18523.0	a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number	same	0.0
1199	wife	The female partner in a marriage.	n10780632	wife	n10780632	6272.0	a married woman; a man's partner in marriage	same	6.0
1200	husband	The male partner in a marriage.	n10193967	hubby	n10193967	32.0	a married man; a woman's partner in marriage	same	6.0
1200	husband	The male partner in a marriage.	n10193967	husband	n10193967	4970.0	a married man; a woman's partner in marriage	same	6.0
1201	feather	A branching, hair-like structure that grows on the skin of birds and protects them against coldness and water and allows their wings to create lift.	n01896031	feather	n01896031	439.0	the light horny waterproof structure forming the external covering of birds	same	6.0
1201	feather	A branching, hair-like structure that grows on the skin of birds and protects them against coldness and water and allows their wings to create lift.	n01896031	plumage	n01896031	20.0	the light horny waterproof structure forming the external covering of birds	same	6.0
1201	feather	A branching, hair-like structure that grows on the skin of birds and protects them against coldness and water and allows their wings to create lift.	n01896031	plume	n13900760	105.0	anything that resembles a feather in shape or lightness	different	6.0
1202	big	Of a great size.	a01382086	big	a01382086	12272.0	above average in size or number or quantity or magnitude or extent	same	0.0
1202	big	Of a great size.	a01382086	large	a01382086	9720.0	above average in size or number or quantity or magnitude or extent	same	0.0
1203	long	Having much distance from one terminating point on an object or an area to another terminating point.	a01433493	long	r00166025	12367.0	for an extended time or at a distant time	different	0.0
1204	bark	The exterior covering of the trunk and branches of a tree.	n13162297	bark	v01047745	319.0	make barking sounds	different	6.0
1205	tongue	The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds.	n05301072	clapper	n03037228	6.0	metal striker that hangs inside a bell and makes a sound by hitting the side	different	6.0
1205	tongue	The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds.	n05301072	glossa				different	6.0
1205	tongue	The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds.	n05301072	lingua	n05301072	1.0	a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity	same	6.0
1205	tongue	The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds.	n05301072	tongue	n05301072	1169.0	a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity	same	6.0
1207	young	In the early part of growth or life.	a01646941	immature	a01492394	43.0	characteristic of a lack of maturity	different	0.0
1207	young	In the early part of growth or life.	a01646941	young	a01646941	11126.0	(used of living things especially persons) in an early period of life or development or growth	same	0.0
1208	cat	A common four-legged animal (Felis silvestris) that is often kept as a household pet.	n02121620	cat	n02121620	2007.0	feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats	same	13.0
1209	i	The speaker or writer referring to himself or herself alone.	n.a.					different	
1210	heavy	Of a physical object, having great weight.	a01184932	heavy	a01184932	1959.0	of comparatively great physical weight or density	same	0.0
1212	we	The speaker or writer and at least one other person.	n.a.					different	
1213	you	The group of persons addressed.	n.a.					different	
1215	thou	The person addressed.	n.a.					different	
1216	mother	A woman who has at least one child.	n10332385	mother	n10332385	14200.0	a woman who has given birth to a child (also used as a term of address to your mother)	same	9.0
1217	father	A male parent.	n10080869	begetter				different	9.0
1217	father	A male parent.	n10080869	father	n10080869	12039.0	a male parent (also used as a term of address to your father)	same	9.0
1218	rope	Thick, strong string made of several strands that have been twisted together.	n04108268	rope	n04108268	847.0	a strong line	same	6.0
1219	worm	A generally tubular invertebrate of the annelid phylum.	n01922303	worm	n01922303	357.0	any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae	same	8.0
1220	tail	The appendage of an animal that is attached to its posterior and near the anus.	n02157557	tail	n02157557	825.0	the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body	same	6.0
1221	nose	The organ of the face used to breath and smell.	n05598147	nose	n05598147	2316.0	the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals	same	8.0
1222	penis	The male sexual organ for copulation and urination; the tubular portion of the male genitalia (excluding the scrotum).	n05526384	member	n10307234	4943.0	one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)	different	7.0
1222	penis	The male sexual organ for copulation and urination; the tubular portion of the male genitalia (excluding the scrotum).	n05526384	penis	n05526384	186.0	the male organ of copulation (`member' is a euphemism)	same	7.0
1222	penis	The male sexual organ for copulation and urination; the tubular portion of the male genitalia (excluding the scrotum).	n05526384	phallus	n05526384	15.0	the male organ of copulation (`member' is a euphemism)	same	7.0
1223	heart	A muscular organ that pumps blood through the body.	n05388805	heart	n05919263	3141.0	the locus of feelings and intuitions	different	7.0
1223	heart	A muscular organ that pumps blood through the body.	n05388805	pump	n04021798	403.0	a mechanical device that moves fluid or gas by pressure or suction	different	7.0
1223	heart	A muscular organ that pumps blood through the body.	n05388805	ticker	n04432393	20.0	a character printer that automatically prints stock quotations on ticker tape	different	7.0
1224	liver	A large organ in the body that stores and metabolizes nutrients, destroys toxins and produces bile. Responsible for thousands of biochemical reactions.	n05385534	liver	n05385534	239.0	large and complicated reddish-brown glandular organ located in the upper right portion of the abdominal cavity; secretes bile and functions in metabolism of protein and carbohydrate and fat; synthesizes substances involved in the clotting of the blood; synthesizes vitamin A; detoxifies poisonous substances and breaks down worn-out erythrocytes	same	7.0
1225	day (not night)	The period between sunrise and sunset where one enjoys daylight.	n15164957	day	n15155220	13698.0	time for Earth to make a complete rotation on its axis	different	5.0
1225	day (not night)	The period between sunrise and sunset where one enjoys daylight.	n15164957	daylight	n11444038	203.0	light during the daytime	different	5.0
1225	day (not night)	The period between sunrise and sunset where one enjoys daylight.	n15164957	daytime	n15164957	80.0	the time after sunrise and before sunset while it is light outside	same	5.0
1226	year	The time it takes the Earth to complete one revolution of the Sun (between 365.24 and 365.26 days depending on the point of reference).	n15203791	twelvemonth	n15203791	3.0	a period of time containing 365 (or 366) days	same	5.0
1226	year	The time it takes the Earth to complete one revolution of the Sun (between 365.24 and 365.26 days depending on the point of reference).	n15203791	year	n15203791	46681.0	a period of time containing 365 (or 366) days	same	5.0
1226	year	The time it takes the Earth to complete one revolution of the Sun (between 365.24 and 365.26 days depending on the point of reference).	n15203791	yr	n15203791	14.0	a period of time containing 365 (or 366) days	same	5.0
1227	board	A piece of wood or similar material that has been sawn into a regular shape, usually in preparation for using it in some sort of construction.	n15101854	board	n08322981	1283.0	a committee having supervisory powers	different	7.0
1227	board	A piece of wood or similar material that has been sawn into a regular shape, usually in preparation for using it in some sort of construction.	n15101854	plank	n15101854	212.0	a stout length of sawn timber; made in a wide variety of sizes and used for many purposes	same	7.0
1228	earth (soil)	The soft and loose material forming a great part of the Earth surface.	n09335240	ground	n09334396	3751.0	the solid part of the earth's surface	different	3.0
1228	earth (soil)	The soft and loose material forming a great part of the Earth surface.	n09335240	land	n13250048	1211.0	the land on which real estate is located	different	3.0
1228	earth (soil)	The soft and loose material forming a great part of the Earth surface.	n09335240	soil	n14844693	606.0	the part of the earth's surface consisting of humus and disintegrated rock	different	3.0
1229	old	Having lived or existed for a relatively long period of time.	a01643620	old	a01643620	13451.0	(used especially of persons) having lived for a relatively long time or attained a specific age	same	0.0
1230	dirty	Covered with or containing unpleasant substances such as dirt or grime.	a00419289	dirty	a00419289	641.0	soiled or likely to soil with dirt or grime	same	0.0
1230	dirty	Covered with or containing unpleasant substances such as dirt or grime.	a00419289	soiled	a00419289	38.0	soiled or likely to soil with dirt or grime	same	0.0
1230	dirty	Covered with or containing unpleasant substances such as dirt or grime.	a00419289	unclean	a00419289	12.0	soiled or likely to soil with dirt or grime	same	0.0
1231	new	Recently made, created or begun.	a01640850	new	a01640850	19941.0	not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered	same	0.0
1232	warm	Having a temperature slightly higher than usual, still pleasant.	a02529264	warm	a02529264	2279.0	having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat	same	0.0
1233	night	The period between sunset and sunrise, when a location faces far away from the sun, thus when the sky is dark.	n15167027	dark	a00409440	2498.0	(used of color) having a dark hue	different	5.0
1233	night	The period between sunset and sunrise, when a location faces far away from the sun, thus when the sky is dark.	n15167027	night	n15167027	12803.0	the time after sunset and before sunrise while it is dark outside	same	5.0
1233	night	The period between sunset and sunrise, when a location faces far away from the sun, thus when the sky is dark.	n15167027	nighttime	n15167027	36.0	the time after sunset and before sunrise while it is dark outside	same	5.0
1234	smooth	Not rough; having a surface texture that lacks friction.	a02236842	smooth	a02236842	979.0	having a surface free from roughness or bumps or ridges or irregularities	same	0.0
